judul,text,tanggal,sentimen
"Lepas Bisnis Supermarket, Hero Ganti Nama Jadi DFI Retail Nusantara","lepas bisnis supermarket , hero ganti nama jadi DFI retail nusantara",2024/12/08,netral
"Defend ID Raih Pendapatan Rp 26,07 Triliun Sepanjang 2024",defend ID raih pendapatan rp 26.07 triliun sepanjang 2024,2025/02/27,positif
Para Bos NETV & 87 Anak Usaha Kompak Mundur Usai Dicaplok Punjabi,para bos NETV 87 anak usaha kompak mundur usai dicaplok punjabi,2024/10/17,negatif
BI Laporkan Utang Luar Negeri RI US$408 Miliar di Kuartal II-2024,BI laporkan utang luar negeri RI US 408 miliar di kuartal ii-2024,2024/08/15,negatif
"Daftar Barang Sitaan Helena Lim, Dari Alphard hingga 37 Tas Branded","daftar barang sitaan helena lim , dari alphard hingga 37 tas branded",2024/07/22,netral
"Tugu Insurance (TUGU) Cetak Laba Rp700,8 Miliar Sepanjang 2024",tugu insurance ( TUGU ) cetak laba rp 700.8 miliar sepanjang 2024,2025/03/03,positif
"Saham Adaro Andalan (AADI) Diserbu, Terbang 88% Dalam Lima Hari","saham adaro andalan ( AADI ) diserbu , terbang 88% dalam lima hari",2024/12/10,positif
"Bos BCA Buka-Bukaan Alasan Rupiah Jeblok, Bukan Iran-Israel","bos BCA buka-bukaan alasan rupiah jeblok , bukan iran-israel",2024/04/27,netral
"Soal Dugaan Korupsi Dana Iklan, BJBR Buka Suara","soal dugaan korupsi dana iklan , BJBR buka suara",2024/09/19,netral
Gejolak dari AS Bikin Dolar Turun ke Rp16.350,gejolak dari AS bikin dolar turun ke rp 16.350,2025/03/14,positif
Emiten Grup Bakrie (VKTR) Operasikan 20 Bus Listrik TransJakarta,emiten grup bakrie ( VKTR ) operasikan 20 bus listrik transjakarta,2025/01/13,positif
Dua Konglomerat Pemilik Glodok Plaza yang Terbakar,dua konglomerat pemilik glodok plaza yang terbakar,2025/01/26,netral
Prabowo Kembali Angkat Erick Thohir Jadi Menteri BUMN,prabowo kembali angkat erick thohir jadi menteri BUMN,2024/10/20,netral
Menko Airlangga: UMKM Tulang Punggung Ekonomi Negara,menko airlangga : UMKM tulang punggung ekonomi negara,2025/01/30,positif
"Dorong Perkembangan UMKM, KB Bank Jalin Kerja Sama dengan OttoDigital","dorong perkembangan UMKM , KB bank jalin kerja sama dengan ottodigital",2024/03/06,positif
Bursa Asia Dibuka Hijau Mengekor Kinerja Positif Wall Street,bursa asia dibuka hijau mengekor kinerja positif wall street,2025/02/06,positif
"Agus Projo Jual Saham AMMN 10 Juta Lembar, Ini Alasannya","agus projo jual saham AMMN 10 juta lembar , ini alasannya",2024/08/29,negatif
"The Fed Diproyeksi Pangkas Bunga Dua Kali, Bagaimana dengan BI Rate?","the fed diproyeksi pangkas bunga dua kali , bagaimana dengan BI rate ?",2024/08/06,netral
BTN (BBTN) Akuisisi Bank Kecil di Kuartal I-2025,BTN ( BBTN ) akuisisi bank kecil di kuartal I-2025,2024/12/13,positif
"Tren Koreksi Saham Penghuni LQ45-MSCI, dari BMRI hingga GOTO","tren koreksi saham penghuni lq45-msci , dari BMRI hingga GOTO",2024/06/26,negatif
"Perusahaan Elektronik Ini Mendunia, Ternyata Milik Orang RI","perusahaan elektronik ini mendunia , ternyata milik orang RI",2024/09/24,netral
"4 Hari Beruntun Rupiah Ambruk, Dolar Sentuh Rp15.415","4 hari beruntun rupiah ambruk , dolar sentuh rp 15.415",2024/10/03,negatif
"Luhut Kenalan dengan Orang Terkaya Dunia Ray Dalio, Hartanya Rp239 T","luhut kenalan dengan orang terkaya dunia ray dalio , hartanya rp 239 t",2024/09/02,netral
Ini Cara Agar Debt Collector Tidak Datang ke Rumah,ini cara agar debt collector tidak datang ke rumah,2024/11/21,netral
Momentum Pertumbuhan BNI Bisa Terjaga Karena Hal Ini,momentum pertumbuhan BNI bisa terjaga karena hal ini,2025/02/03,positif
"Lanjutkan Rebound, IHSG Dibuka Menguat Tipis","lanjutkan rebound , IHSG dibuka menguat tipis",2024/11/26,positif
WIKA Realty Raih Penghargaan CSR Awards di Ajang Ini,WIKA realty raih penghargaan CSR awards di ajang ini,2024/05/31,positif
"Sosok Raja Muslim Terkaya Sepanjang Sejarah, Harta Tembus Rp 8.000 T","sosok raja muslim terkaya sepanjang sejarah , harta tembus rp 8.000 t",2024/06/29,netral
"Gurita Bisnis Happy Hapsoro, Konglomerat Pengendali RAJA dan RATU","gurita bisnis happy hapsoro , konglomerat pengendali RAJA dan RATU",2025/01/23,netral
"Danone Angkat Kaki, ALTO Tutup Satu Pabrik Air Minum","danone angkat kaki , ALTO tutup satu pabrik air minum",2024/10/24,negatif
"Ekonomi Dunia Suram di Depan Mata, Ini Tiga Aset Buat Pegangan Hidup","ekonomi dunia suram di depan mata , ini tiga aset buat pegangan hidup",2024/12/20,negatif
"Warga RI Ini Bakal Jadi Orang Terkaya Dunia 2028, Lampaui Ambani Dkk","warga RI ini bakal jadi orang terkaya dunia 2028 , lampaui ambani dkk",2024/12/01,netral
"Ramalan Bitcoin Paling Gila 2024, Naik 1.000% Jadi US$500.000","ramalan bitcoin paling gila 2024 , naik 1.000% jadi us 500.000",2024/01/01,netral
"Pemerintah Genjot Daya Beli Warga RI, Kelas Menengah Juga Kebagian!","pemerintah genjot daya beli warga RI , kelas menengah juga kebagian !",2024/10/18,positif
"Whoosh Dituding Biang Kerok WIKA Rugi Rp 7,12 T, KCIC Buka Suara","whoosh dituding biang kerok WIKA rugi rp 7.12 T , KCIC buka suara",2024/07/17,negatif
Diam-Diam Utang RI ke China Meroket Nyaris 200% dalam 10 Tahun,diam-diam utang RI ke china meroket nyaris 200% dalam 10 tahun,2024/08/15,negatif
Sosok Pemilik Alfamart Mulai Bisnis Dari Toko Kelontong,sosok pemilik alfamart mulai bisnis dari toko kelontong,2024/12/14,netral
"IHSG Rebound Usai 2 Hari Loyo, Sektor Ini Jadi Penopang","IHSG rebound usai 2 hari loyo , sektor ini jadi penopang",2024/11/22,positif
"Dolar AS Tembus Rp16.500, BI Buka Suara & Ramalkan Ini!","dolar AS tembus rp 16.500 , BI buka suara ramalkan ini !",2025/03/19,netral
Siap-Siap! Bakal Ada Revisi Besar-Besaran Polis Asuransi Sebentar Lagi,siap-siap ! bakal ada revisi besar-besaran polis asuransi sebentar lagi,2025/02/04,netral
"Penuh Tantangan, Bos BRI: Tahun Ini Tidak Cukup Hanya Hati-Hati","penuh tantangan , bos BRI : tahun ini tidak cukup hanya hati-hati",2025/02/12,netral
"Optimistis Kinerja Moncer, Direksi Bank Jatim Kompak Borong Saham","optimistis kinerja moncer , direksi bank jatim kompak borong saham",2025/03/04,positif
"Catat Kinerja Terbaik dalam 5 Tahun, Pendapatan RAJA Naik 25% di 2024","catat kinerja terbaik dalam 5 tahun , pendapatan RAJA naik 25% di 2024",2025/03/07,positif
"BI Rate Mei 2024 Tetap di Level 6,25%",BI rate mei 2024 tetap di level 6.25%,2024/05/22,netral
"Sempat Diambil Alih LPS, BPR di Aceh Ini Tutup dan Dilikuidasi","sempat diambil alih LPS , BPR di aceh ini tutup dan dilikuidasi",2024/03/04,negatif
"Sentimen Boikot & Daya Beli, Penjualan McDonald's Anjlok","sentimen boikot daya beli , penjualan mcdonalds anjlok",2024/07/30,negatif
Menteri Lingkungan Hidup Hanif Faisol Soroti Sepinya Bursa Karbon,menteri lingkungan hidup hanif faisol soroti sepinya bursa karbon,2024/10/22,netral
"Asing Terciduk Borong Saham Ini Saat IHSG Ambruk 2,4%",asing terciduk borong saham ini saat IHSG ambruk 2.4%,2025/02/26,positif
IHSG Naik Tipis Digendong Saham DCI Indonesia (DCII),IHSG naik tipis digendong saham DCI indonesia ( DCII ),2025/02/21,positif
"Vale Indonesia (INCO) Cetak Laba Rp 608,59 Miliar, Turun 82%","vale indonesia ( INCO ) cetak laba rp 608.59 miliar , turun 82%",2024/07/30,negatif
"Tekanan Indeks Dolar AS Meningkat, Rupiah Masih Rawan Melemah!","tekanan indeks dolar AS meningkat , rupiah masih rawan melemah !",2025/01/03,negatif
"Geopolitik Masih Panas, Harga Minyak di Atas US$ 70/barel","geopolitik masih panas , harga minyak di atas US 70barel",2024/11/25,negatif
"Penuhi Ambisi 'Gila' MBS, Arab Saudi Mau Jual Rp325 T Saham Aramco","penuhi ambisi gila MBS , arab saudi mau jual rp 325 t saham aramco",2024/05/30,negatif
"Kejar Target Kapasitas 1 GW, PGEO Kebut Sederet Proyek","kejar target kapasitas 1 GW , PGEO kebut sederet proyek",2024/09/19,positif
"Asing Makin Getol Keluar Dari RI, IHSG Ambruk 2% Lebih","asing makin getol keluar dari RI , IHSG ambruk 2% lebih",2024/09/30,negatif
"15 Dana Pensiun Bermasalah, 8 Sudah Tutup Mayoritas Milik BUMN","15 dana pensiun bermasalah , 8 sudah tutup mayoritas milik BUMN",2024/10/07,negatif
Intip Portofolio Warren Buffett per Januari 2025,intip portofolio warren buffett per januari 2025,2025/01/31,netral
"Ekonomi Global Penuh Ketidakpastian, IHSG Longsor ke Level 6.900","ekonomi global penuh ketidakpastian , IHSG longsor ke level 6.900",2025/01/14,negatif
Tantangan Digitalisasi Taspen: Banyak Pensiunan Gaptek & Takut Ketipu,tantangan digitalisasi taspen : banyak pensiunan gaptek takut ketipu,2025/02/06,netral
"Incar Rp 1,03 T Dana IPO, Begini Jeroan Keuangan Delta Giri (DGWG)","incar rp 1.03 t dana IPO , begini jeroan keuangan delta giri ( DGWG )",2024/12/03,netral
"RI Makin Gencar Tinggalkan Dolar AS, Ini Data Terbaru BI","RI makin gencar tinggalkan dolar AS , ini data terbaru BI",2024/02/21,netral
"Berkat Emiten Prajogo (BREN) hingga BRI (BBRI), IHSG Cetak Rekor Lagi","berkat emiten prajogo ( BREN ) hingga BRI ( bbri ) , IHSG cetak rekor lagi",2024/08/20,positif
Ini Daftar Kartu e-Toll dari Bank yang Wajib Dibawa Saat Mudik,ini daftar kartu e-toll dari bank yang wajib dibawa saat mudik,2025/03/24,netral
"Suku bunga The Fed Segera Turun, Harga Minyak Mentah Stabil","suku bunga the fed segera turun , harga minyak mentah stabil",2024/08/29,positif
"Pekan Penuh Gejolak, Rupiah Malah Perkasa Lawan Dolar AS","pekan penuh gejolak , rupiah malah perkasa lawan dolar AS",2024/04/06,positif
"Bunganya Rendah, Ini Cara & Syarat Terbaru Pengajuan KUR BRI","bunganya rendah , ini cara syarat terbaru pengajuan KUR BRI",2024/09/09,netral
"Sinergi BPJS Kesehatan & Asuransi Komersial, IFG Harapkan Hal Ini","sinergi BPJS kesehatan asuransi komersial , IFG harapkan hal ini",2024/07/16,positif
"Orang Terkaya Israel, Mesin Uangnya Ternyata Populer di RI","orang terkaya israel , mesin uangnya ternyata populer di RI",2024/09/26,netral
BI Pede Pusat Inovasi Digital Bisa Bantu Ekonomi RI Tumbuh 8%,BI pede pusat inovasi digital bisa bantu ekonomi RI tumbuh 8%,2025/02/25,positif
"Regulasi Makin Jelas, Aset Kripto Punya Potensi Cerah di RI","regulasi makin jelas , aset kripto punya potensi cerah di RI",2025/02/12,positif
"Belajar dari Raffi Ahmad, Begini Hukum Ahli Waris di Indonesia","belajar dari raffi ahmad , begini hukum ahli waris di indonesia",2024/10/19,netral
"The Fed & BI Pangkas Suku Bunga, Saham Bank Kompak Terbang","the fed BI pangkas suku bunga , saham bank kompak terbang",2024/09/19,positif
"Trump Terpilih Jadi Presiden AS, Bursa Asia Malah Koreksi!","trump terpilih jadi presiden AS , bursa asia malah koreksi !",2024/11/07,negatif
"Kurangi Utang Baru, Sri Mulyani Pakai Dana Cadangan APBN Rp200 T","kurangi utang baru , sri mulyani pakai dana cadangan APBN rp 200 t",2024/06/24,netral
"Beda Arah dengan Wall Street, Bursa Saham Asia Dibuka Hijau","beda arah dengan wall street , bursa saham asia dibuka hijau",2024/10/11,positif
"Anggaran IKN Diblokir, Taipan RI Buka Suara Soal Nasib Investasinya","anggaran IKN diblokir , taipan RI buka suara soal nasib investasinya",2025/02/12,netral
"Dorong Penetrasi Asuransi, MSIG Life (LIFE) Siapkan Jurus Ini","dorong penetrasi asuransi , MSIG life ( LIFE ) siapkan jurus ini",2025/01/17,netral
"Asing Lagi-Lagi Kompakan Kabur dari Pasar Saham RI, Ada Apa?","asing lagi-lagi kompakan kabur dari pasar saham RI , ada apa ?",2024/11/22,negatif
"DPR Minta Tambah PMN Rp 1,5 T untuk Pelni, Sri Mulyani Beri Syarat Ini","DPR minta tambah PMN rp 1.5 t untuk pelni , sri mulyani beri syarat ini",2024/07/03,netral
"Usut Kasus Korupsi Timah, Kejagung Periksa Lagi 2 Pejabat PT Timah","usut kasus korupsi timah , kejagung periksa lagi 2 pejabat PT timah",2024/04/23,negatif
"Banyak Sentimen Bayangi Pergerakan Rupiah, Dolar Turun ke Rp 16.210","banyak sentimen bayangi pergerakan rupiah , dolar turun ke rp 16.210",2024/07/23,positif
"Kepala BP Danantara Gelar Rapat dengan Dirut PLN, Ini yang Dibahas","kepala BP danantara gelar rapat dengan dirut PLN , ini yang dibahas",2024/11/20,netral
"Mau Dicaplok Grup Konglomerat, Harga Saham Emiten Ini Terbang 25%","mau dicaplok grup konglomerat , harga saham emiten ini terbang 25%",2025/01/20,positif
"IHSG Dibuka Rebound, Bakal Balik ke Level 7.600 Lagi?","IHSG dibuka rebound , bakal balik ke level 7.600 lagi ?",2024/10/01,positif
Survei LPS: Masyarakat Makin Gencar Menabung Jelang Lebaran,survei LPS : masyarakat makin gencar menabung jelang lebaran,2025/03/18,netral
"Resmi Jadi Wakil Ketua MPR RI, Ini Respon Bos Lion Air Soal IPO","resmi jadi wakil ketua MPR RI , ini respon bos lion air soal IPO",2024/10/03,netral
Bos BTN Beberkan Dampak Tambahan Insentif KLM BI ke Perumahan Rakyat,bos BTN beberkan dampak tambahan insentif KLM BI ke perumahan rakyat,2025/02/20,netral
"Limit Transfer Terbaru BCA, BRI, Mandiri, BNI","limit transfer terbaru BCA , BRI , mandiri , BNI",2024/08/13,netral
"Begini Ramalan BI Soal Nasib Ekonomi RI di 2025, Simak!","begini ramalan BI soal nasib ekonomi RI di 2025 , simak !",2025/02/19,netral
Bos OJK Pede Kredit Perbankan Tetap Tumbuh Kuat,bos OJK pede kredit perbankan tetap tumbuh kuat,2024/05/20,positif
"Bisnisnya Bermasalah, 8 Perusahaan Asuransi Diawasi Ketat OJK","bisnisnya bermasalah , 8 perusahaan asuransi diawasi ketat OJK",2024/10/04,negatif
"Komisi XI DPR Jawab Kekhawatiran Investor Soal APBN & Resesi, Simak!","komisi XI DPR jawab kekhawatiran investor soal APBN resesi , simak !",2025/03/18,netral
"Hary Tanoe Borong 252,39 Juta Saham KPIG, Ada Apa?","hary tanoe borong 252.39 juta saham KPIG , ada apa ?",2024/07/25,positif
"IHSG Cerah, Sektor & Saham Ini Penyebabnya","IHSG cerah , sektor saham ini penyebabnya",2025/01/17,positif
"Heboh Seruan Tarik Dana Bank, Siapa Untung dan Rugi?","heboh seruan tarik dana bank , siapa untung dan rugi ?",2025/02/21,netral
"Perbankan dan Pinjol, Harus Bersaing atau Kolaborasi?","perbankan dan pinjol , harus bersaing atau kolaborasi ?",2024/01/24,netral
"Crowde Diduga Bikin Kredit Bodong, Ini Kata OJK","crowde diduga bikin kredit bodong , ini kata OJK",2025/03/10,negatif
"Wow, 69% Produksi Minyak RI Ternyata Berasal dari Perusahaan Ini","wow , 69% produksi minyak RI ternyata berasal dari perusahaan ini",2025/03/12,netral
"Jokowi Resah Banyak Warga Berobat ke LN, RI Kehilangan Rp180 T","jokowi resah banyak warga berobat ke LN , RI kehilangan rp 180 t",2024/09/06,negatif
"Saldo Minimum Rekening Bank Mandiri, BRI & BNI per 10 Februari 2025","saldo minimum rekening bank mandiri , BRI BNI per 10 februari 2025",2025/02/10,netral
"Lewat Holding Ultra Mikro, Segmen Ini Jadi Motor Pertumbuhan BRI","lewat holding ultra mikro , segmen ini jadi motor pertumbuhan BRI",2024/02/15,positif
Segini Uang Pensiun Jokowi yang Pekan Ini Lengser dari Presiden RI,segini uang pensiun jokowi yang pekan ini lengser dari presiden RI,2024/10/15,netral
Duo Hartono Tambah 300 Juta Saham di Sarana Menara (TOWR),duo hartono tambah 300 juta saham di sarana menara ( TOWR ),2024/07/29,positif
"Emiten Prajogo Pangestu (CUAN) Dipantau Bursa, Manajemen Buka Suara","emiten prajogo pangestu ( CUAN ) dipantau bursa , manajemen buka suara",2025/01/10,netral
"Kuartal-I 2024, Pendapatan Premi Asuransi Jiwa RI Tembus Rp60,71 T","kuartal-i 2024 , pendapatan premi asuransi jiwa RI tembus rp 60.71 t",2024/05/29,positif
"Top! Laba Bersih Bank Raya Melejit 112,47% di 2023",top ! laba bersih bank raya melejit 112.47% di 2023,2024/03/15,positif
Cerita Peramal Gunung Kawi di Balik Kesuksesan Gurita Bisnis Salim,cerita peramal gunung kawi di balik kesuksesan gurita bisnis salim,2024/11/24,netral
"BEI Terbitkan Aturan Reksadana KIK, Batas NAB Turun Jadi Rp1 Miliar","BEI terbitkan aturan reksadana KIK , batas NAB turun jadi rp 1 miliar",2024/11/21,netral
"Banyak PHK & Daya Beli Turun, Bos Asuransi Akui Susah Penuhi Ekuitas","banyak PHK daya beli turun , bos asuransi akui susah penuhi ekuitas",2025/03/06,negatif
Wamenkeu Thomas Djiwandono Dilantik Jadi ADK OJK Ex-officio,wamenkeu thomas djiwandono dilantik jadi ADK OJK ex-officio,2025/02/06,netral
"Dicecar Bursa Soal Waran Jelang Merger, Ini Tanggapan FREN","dicecar bursa soal waran jelang merger , ini tanggapan FREN",2024/12/24,netral
Bank Digital Grab-Emtek Superbank Tepis Isu IPO Tahun Ini,bank digital grab-emtek superbank tepis isu IPO tahun ini,2025/02/11,netral
"Bisa Bikin Hidup Susah, Ini Pentingnya Jaga Skor Kredit","bisa bikin hidup susah , ini pentingnya jaga skor kredit",2025/01/22,netral
Cek Rekening! Investor BRI (BBRI) Terima Dividen Rp20 Triliun Hari Ini,cek rekening ! investor BRI ( BBRI ) terima dividen rp 20 triliun hari ini,2025/01/15,positif
Lo Kheng Hong Bongkar Kebiasaan Warga RI Ini Bikin Miskin,lo kheng hong bongkar kebiasaan warga RI ini bikin miskin,2024/12/21,netral
"Gali Sawah, Petani Jawa Tiba-tiba Ketemu Harta Karun Emas 16 Kilogram","gali sawah , petani jawa tiba-tiba ketemu harta karun emas 16 kilogram",2025/01/01,netral
"Fakta Baru Sritex: 2.500 Karyawan Diliburkan, Stok Bahan Baku Kritis","fakta baru sritex : 2.500 karyawan diliburkan , stok bahan baku kritis",2024/11/17,negatif
"Dituduh Cuci Uang Ratusan Miliar, Ini Respons Mengejutkan Raffi Ahmad","dituduh cuci uang ratusan miliar , ini respons mengejutkan raffi ahmad",2024/02/05,netral
"Saham Termahal (DSSA) Kantongi Restu Stock Split 1:10, Cek Jadwalnya","saham termahal ( DSSA ) kantongi restu stock split 1:10 , cek jadwalnya",2024/07/12,positif
"Tahun Ini 18 Unit Syariah Asuransi Spin Off, 8 Menyerah","tahun ini 18 unit syariah asuransi spin off , 8 menyerah",2025/03/04,netral
"Profil Pemilik Bakmi GM, Calon Penerima Rp 2,1 T dari Grup Djarum","profil pemilik bakmi GM , calon penerima rp 2.1 t dari grup djarum",2024/12/16,netral
"Pasar Tunggu Hasil RDG BI, Dolar Turun ke Rp 16.260","pasar tunggu hasil RDG BI , dolar turun ke rp 16.260",2025/01/14,positif
"Usai Dilantik Jadi Wamen BUMN, Dony Oskaria Ungkap Nasib InJourney","usai dilantik jadi wamen BUMN , dony oskaria ungkap nasib injourney",2024/10/21,netral
"Astra International (ASII) Siap-Siap Ketiban Cuan Rp 1,83 T",astra international ( ASII ) siap-siap ketiban cuan rp 1.83 t,2024/10/07,positif
"Sektor Keuangan RI Dinilai IMF dan Bank Dunia, Ini Hasilnya!","sektor keuangan RI dinilai IMF dan bank dunia , ini hasilnya !",2024/08/02,netral
Bye Antre! Jokowi Rilis Aturan Resmi Bayar Tol Tanpa Berhenti,bye antre ! jokowi rilis aturan resmi bayar tol tanpa berhenti,2024/05/25,positif
IHSG Terkoreksi Usai 2 Hari Reli,IHSG terkoreksi usai 2 hari reli,2025/03/21,negatif
Asing Kompak Borong 10 Saham Ini Kala IHSG Mulai Bangkit,asing kompak borong 10 saham ini kala IHSG mulai bangkit,2024/11/01,positif
Masa Jabatan Susdiyarto Sebagai Komisaris Hutama Karya Berakhir,masa jabatan susdiyarto sebagai komisaris hutama karya berakhir,2025/02/07,netral
"Mal Ciputra Tutup Imbas Kebakaran, Saham CTRA Melemah 1%","mal ciputra tutup imbas kebakaran , saham CTRA melemah 1%",2024/10/04,negatif
"Prabowo Luncurkan Temasek Versi RI, Danantara Besok","prabowo luncurkan temasek versi RI , danantara besok",2024/11/06,netral
"Kurs Rata-rata Januari-Maret Rp15.600/US$, ICP US$80/Barel","kurs rata-rata januari-maret rp 15.600us , ICP us 80barel",2024/04/18,netral
BI Pastikan Transaksi QRIS di Bawah Rp 500 Ribu Bebas PPN,BI pastikan transaksi QRIS di bawah rp 500 ribu bebas PPN,2024/12/28,netral
"Tidak Mau Kalah dengan Kredit, Pertumbuhan DPK Bank Cetak Rekor!","tidak mau kalah dengan kredit , pertumbuhan DPK bank cetak rekor !",2024/05/22,positif
"Investor Kecewa Dengan Kinerja Big Tech, Wall Street Dibuka Merana","investor kecewa dengan kinerja big tech , wall street dibuka merana",2024/07/24,negatif
"Usai Disemprit OJK, Begini Nasib P2P Lending Modal Rakyat","usai disemprit OJK , begini nasib P2P lending modal rakyat",2024/03/07,netral
"Kredit UMKM Bank Terpuruk, Ini Penjelasan OJK","kredit UMKM bank terpuruk , ini penjelasan OJK",2025/02/11,negatif
"Tanpa Asuransi Wajib Mobil & Motor, Segini Kerugian Warga RI","tanpa asuransi wajib mobil motor , segini kerugian warga RI",2024/08/06,negatif
"Era Suku Bunga Tinggi Berakhir, Asing Diramal Serbu RI","era suku bunga tinggi berakhir , asing diramal serbu RI",2024/09/20,positif
