judul,text,tokens,tanggal,sentimen
"Inflasi AS Turun, S&P 500 dan Nasdaq Justru Beri Respon Negatif","inflasi AS turun , SP 500 dan nasdaq justru beri respon negatif","['inflasi', 'as', 'turun', ',', 'sp', '500', 'dan', 'nas', '##da', '##q', 'justru', 'beri', 'respon', 'negatif']",2024/07/11,negatif
"Berantas Judi Online, BNI (BBNI) Blokir 214 Rekening","berantas judi online , BNI ( BBNI ) blokir 214 rekening","['berant', '##as', 'judi', 'online', ',', 'bni', '(', 'bb', '##ni', ')', 'blokir', '214', 'rekening']",2024/07/11,negatif
"Kalah Lawan RI, Perusahaan Tambang Terbesar Dunia Setop Produksi Nikel","kalah lawan RI , perusahaan tambang terbesar dunia setop produksi nikel","['kalah', 'lawan', 'ri', ',', 'perusahaan', 'tambang', 'terbesar', 'dunia', 'set', '##op', 'produksi', 'nikel']",2024/07/11,negatif
"Rencana Pisah Unit Syariah CIMB Niaga (BNGA), Ada Peluang Akuisisi","rencana pisah unit syariah CIMB niaga ( bnga ) , ada peluang akuisisi","['rencana', 'pisah', 'unit', 'syariah', 'cimb', 'niaga', '(', 'bng', '##a', ')', ',', 'ada', 'peluang', 'akuisisi']",2024/07/11,netral
"Entitas Grup Salim Akuisisi Tambang Emas-Tembaga Australia Rp 4,35 T",entitas grup salim akuisisi tambang emas-tembaga australia rp 4.35 t,"['entitas', 'grup', 'salim', 'akuisisi', 'tambang', 'emas', '-', 'tembaga', 'australia', 'rp', '4', '.', '35', 't']",2024/07/11,positif
"Kevin Aluwi Lepas Seluruh Saham Seri A GOTO, Cuan Ratusan Miliar","kevin aluwi lepas seluruh saham seri a GOTO , cuan ratusan miliar","['kevin', 'al', '##uw', '##i', 'lepas', 'seluruh', 'saham', 'seri', 'a', 'got', '##o', ',', 'cu', '##an', 'ratusan', 'miliar']",2024/07/11,netral
"Kredit Macet Segunung, OJK Pasang Mata ke 15 Pinjol P2P Lending Ini","kredit macet segunung , OJK pasang mata ke 15 pinjol P2P lending ini","['kredit', 'macet', 'seg', '##un', '##ung', ',', 'ojk', 'pasang', 'mata', 'ke', '15', 'pinj', '##ol', 'p', '##2', '##p', 'len', '##ding', 'ini']",2024/07/11,negatif
"IHSG Bergairah & Balik Ke 7.300-an, Saham Ini Jadi Pendorongnya","IHSG bergairah balik ke 7300-an , saham ini jadi pendorongnya","['ihsg', 'bergairah', 'balik', 'ke', '73', '##00', '-', 'an', ',', 'saham', 'ini', 'jadi', 'pendorong', '##nya']",2024/07/11,positif
"Sumbang Rp 125 T, Mimpi Idola Bill Gates Mati Miskin Terkabul","sumbang rp 125 T , mimpi idola bill gates mati miskin terkabul","['sumba', '##ng', 'rp', '125', 't', ',', 'mimpi', 'idola', 'bill', 'gates', 'mati', 'miskin', 'terkabul']",2024/07/11,netral
"Mantap! ADHI Raih Fasilitas Kredit Rp 1,35 T dari Bank Mandiri",mantap ! ADHI raih fasilitas kredit rp 1.35 t dari bank mandiri,"['mantap', '!', 'adhi', 'raih', 'fasilitas', 'kredit', 'rp', '1', '.', '35', 't', 'dari', 'bank', 'mandiri']",2024/07/11,positif
"Terkuak, Pasar Online Kamboja Fasilitasi Penipuan Kripto Rp 178 T","terkuak , pasar online kamboja fasilitasi penipuan kripto rp 178 t","['terku', '##ak', ',', 'pasar', 'online', 'kamboja', 'fasilitasi', 'penipuan', 'kri', '##pt', '##o', 'rp', '178', 't']",2024/07/11,negatif
"The Fed Balik Badan Jadi Dovish, Dolar Lanjut Turun ke Rp 16.190","the fed balik badan jadi dovish , dolar lanjut turun ke rp 16.190","['the', 'fed', 'balik', 'badan', 'jadi', 'do', '##vis', '##h', ',', 'dolar', 'lanjut', 'turun', 'ke', 'rp', '16', '.', '190']",2024/07/11,positif
"Belum Laporkan Keuangan Interim, BEI Denda 77 Emiten","belum laporkan keuangan interim , BEI denda 77 emiten","['belum', 'laporkan', 'keuangan', 'inter', '##im', ',', 'bei', 'denda', '77', 'emiten']",2024/07/11,negatif
"Gagal Bayar Wanaartha Life, Pembayaran Tahap Dua Rampung Bulan ini","gagal bayar wanaartha life , pembayaran tahap dua rampung bulan ini","['gagal', 'bayar', 'wan', '##aa', '##rt', '##ha', 'life', ',', 'pembayaran', 'tahap', 'dua', 'rampung', 'bulan', 'ini']",2024/07/11,negatif
Sosok Taipan Kaya Raya Ini Dulu Jualan Telur & Bisnis Taksi Ilegal,sosok taipan kaya raya ini dulu jualan telur bisnis taksi ilegal,"['sosok', 'tai', '##pan', 'kaya', 'raya', 'ini', 'dulu', 'jualan', 'telur', 'bisnis', 'taksi', 'ilegal']",2024/07/11,netral
"Hary Tanoe Protes ke Bursa, Geram MNC Land (KPIG) Masuk Radar UMA","hary tanoe protes ke bursa , geram MNC land ( KPIG ) masuk radar UMA","['har', '##y', 'tan', '##oe', 'protes', 'ke', 'bursa', ',', 'geram', 'mnc', 'land', '(', 'kpi', '##g', ')', 'masuk', 'radar', 'um', '##a']",2024/07/11,negatif
"Gara-Gara Ini, Bursa Gembok Saham Mitra Komunikasi Nusantara (MKNT)","gara-gara ini , bursa gembok saham mitra komunikasi nusantara ( MKNT )","['gara', '-', 'gara', 'ini', ',', 'bursa', 'gemb', '##ok', 'saham', 'mitra', 'komunikasi', 'nusantara', '(', 'mkn', '##t', ')']",2024/07/11,negatif
"Terkuak, Ini Deretan Nama Pemborong Saham Tugu Insurance (TUGU)","terkuak , ini deretan nama pemborong saham tugu insurance ( TUGU )","['terku', '##ak', ',', 'ini', 'deretan', 'nama', 'pembor', '##ong', 'saham', 'tugu', 'insurance', '(', 'tugu', ')']",2024/07/11,netral
30 Asuransi Komitmen Akan Spin-Off Unit Usaha Syariah (UUS),30 asuransi komitmen akan spin-off unit usaha syariah ( UUS ),"['30', 'asuransi', 'komitmen', 'akan', 'spin', '-', 'off', 'unit', 'usaha', 'syariah', '(', 'uu', '##s', ')']",2024/07/11,netral
"IHSG Bertahan di 7.300, Ini Saham Paling Cuan dan Boncos di Sesi I","IHSG bertahan di 7.300 , ini saham paling cuan dan boncos di sesi i","['ihsg', 'bertahan', 'di', '7', '.', '300', ',', 'ini', 'saham', 'paling', 'cu', '##an', 'dan', 'bon', '##co', '##s', 'di', 'sesi', 'i']",2024/07/11,netral
Bos BNI (BBNI) Blak-Blakan Soal Rencana Divestasi BSI (BRIS),bos BNI ( BBNI ) blak-blakan soal rencana divestasi BSI ( BRIS ),"['bos', 'bni', '(', 'bb', '##ni', ')', 'bla', '##k', '-', 'bla', '##kan', 'soal', 'rencana', 'div', '##estasi', 'bs', '##i', '(', 'bris', ')']",2024/07/11,netral
OJK Susun Kasasi Lawan Balik Michael Steven Pemilik Kresna Life,OJK susun kasasi lawan balik michael steven pemilik kresna life,"['ojk', 'susun', 'kasasi', 'lawan', 'balik', 'michael', 'steven', 'pemilik', 'kresna', 'life']",2024/07/11,negatif
Erick Thohir: Kontribusi Pajak BUMN ke Negara Rp 1.374 Triliun,erick thohir : kontribusi pajak BUMN ke negara rp 1.374 triliun,"['eric', '##k', 'tho', '##hir', ':', 'kontribusi', 'pajak', 'bumn', 'ke', 'negara', 'rp', '1', '.', '37', '##4', 'triliun']",2024/07/11,netral
"Surya Semesta (SSIA) Alihkan Rp3,09 T Saham SCS ke Perusahaan Ini",surya semesta ( SSIA ) alihkan rp 3.09 t saham SCS ke perusahaan ini,"['surya', 'semesta', '(', 'ss', '##ia', ')', 'alih', '##kan', 'rp', '3', '.', '09', 't', 'saham', 'sc', '##s', 'ke', 'perusahaan', 'ini']",2024/07/11,netral
"Erick Thohir Mau Serahkan Pengelolaan Dapen ke Kemenkeu, Ini Alasannya","erick thohir mau serahkan pengelolaan dapen ke kemenkeu , ini alasannya","['eric', '##k', 'tho', '##hir', 'mau', 'serahkan', 'pengelolaan', 'dap', '##en', 'ke', 'kemenkeu', ',', 'ini', 'alasannya']",2024/07/11,netral
"Senyap, Diam-Diam GOTO Sudah Buyback Saham Rp191,25 M","senyap , diam-diam GOTO sudah buyback saham rp 191.25 m","['senya', '##p', ',', 'diam', '-', 'diam', 'got', '##o', 'sudah', 'buy', '##back', 'saham', 'rp', '19', '##1', '.', '25', 'm']",2024/07/11,positif
"Garuda Indonesia (GIAA) Mau Ganti Pengurus, Ini Bocoran Wamen BUMN","garuda indonesia ( GIAA ) mau ganti pengurus , ini bocoran wamen BUMN","['garuda', 'indonesia', '(', 'gi', '##aa', ')', 'mau', 'ganti', 'pengurus', ',', 'ini', 'bocoran', 'wa', '##men', 'bumn']",2024/07/11,netral
"Harga Sahamnya Rp 1, Emiten Ini Mau Lakukan Buyback","harga sahamnya rp 1 , emiten ini mau lakukan buyback","['harga', 'sahamnya', 'rp', '1', ',', 'emiten', 'ini', 'mau', 'lakukan', 'buy', '##back']",2024/07/11,positif
"Eks Karyawan Bobol Duit Rp1,39 M, Saham Bank Jago (ARTO) Longsor","eks karyawan bobol duit rp 1.39M , saham bank jago ( ARTO ) longsor","['eks', 'karyawan', 'bobo', '##l', 'duit', 'rp', '1', '.', '39', '##m', ',', 'saham', 'bank', 'jago', '(', 'art', '##o', ')', 'longsor']",2024/07/11,negatif
Cerita Tahir 'Bermodal Becak' Salip Harta Mertua,cerita tahir bermodal becak salip harta mertua,"['cerita', 'tahi', '##r', 'bermodal', 'becak', 'sal', '##ip', 'harta', 'mertua']",2024/07/11,netral
Ini Dia Daftar 16 BUMN yang Dapat Suntikan Duit Rp 44 Triliun,ini dia daftar 16 BUMN yang dapat suntikan duit rp 44 triliun,"['ini', 'dia', 'daftar', '16', 'bumn', 'yang', 'dapat', 'suntikan', 'duit', 'rp', '44', 'triliun']",2024/07/11,netral
"Dapat Restu PMN Rp 3,61 T, Ini Dosa Asabri yang Bikin DPR Geram","dapat restu PMN rp 3.61 T , ini dosa asabri yang bikin DPR geram","['dapat', 'restu', 'pm', '##n', 'rp', '3', '.', '61', 't', ',', 'ini', 'dosa', 'asa', '##br', '##i', 'yang', 'bikin', 'dpr', 'geram']",2024/07/11,negatif
"Ini Cara Eks Contact Center Specialist Bobol Rp1,39 M dari Bank Jago",ini cara eks contact center specialist bobol rp 1.39 m dari bank jago,"['ini', 'cara', 'eks', 'contact', 'center', 'special', '##ist', 'bobo', '##l', 'rp', '1', '.', '39', 'm', 'dari', 'bank', 'jago']",2024/07/11,negatif
"Sinyal AS Pangkas Suku Bunga, Dolar Turun ke Rp16.210","sinyal AS pangkas suku bunga , dolar turun ke rp 16.210","['sinyal', 'as', 'pangk', '##as', 'suku', 'bunga', ',', 'dolar', 'turun', 'ke', 'rp', '16', '.', '210']",2024/07/11,positif
"IHSG Dibuka Meyakinkan, Balik ke Level 7.300","IHSG dibuka meyakinkan , balik ke level 7.300","['ihsg', 'dibuka', 'meyakinkan', ',', 'balik', 'ke', 'level', '7', '.', '300']",2024/07/11,positif
"Daftar Resesi yang Pernah Dialami Indonesia, Mana Paling Dahsyat?","daftar resesi yang pernah dialami indonesia , mana paling dahsyat ?","['daftar', 'res', '##esi', 'yang', 'pernah', 'dialami', 'indonesia', ',', 'mana', 'paling', 'dahsyat', '?']",2024/07/11,netral
"Bursa Asia Pesta Pora, Kompak Catat Penguatan di Awal Perdagangan","bursa asia pesta pora , kompak catat penguatan di awal perdagangan","['bursa', 'asia', 'pesta', 'por', '##a', ',', 'kompak', 'catat', 'penguatan', 'di', 'awal', 'perdagangan']",2024/07/11,positif
Selling Pressure Terlalu 'Lebay'? Kripto Ramai-Ramai Naik,selling pressure terlalu lebay ? kripto ramai-ramai naik,"['selling', 'pressure', 'terlalu', 'lebay', '?', 'kri', '##pt', '##o', 'ramai', '-', 'ramai', 'naik']",2024/07/11,netral
"Harga Minyak Dunia Naik, Patahkan Penurunan Tiga Hari Beruntun","harga minyak dunia naik , patahkan penurunan tiga hari beruntun","['harga', 'minyak', 'dunia', 'naik', ',', 'patah', '##kan', 'penurunan', 'tiga', 'hari', 'beruntun']",2024/07/11,positif
"OJK Ungkap Ada Dua Bak Syariah Baru Tahun Depan, Bisa Saingi BSI?","OJK ungkap ada dua bak syariah baru tahun depan , bisa saingi BSI ?","['ojk', 'ungkap', 'ada', 'dua', 'bak', 'syariah', 'baru', 'tahun', 'depan', ',', 'bisa', 'saing', '##i', 'bs', '##i', '?']",2024/07/11,positif
"Yokohama Siapkan Rp 16,23 T Buat Akuisisi Ban Offroad Goodyear",yokohama siapkan rp 16.23 t buat akuisisi ban offroad goodyear,"['yok', '##oha', '##ma', 'siapkan', 'rp', '16', '.', '23', 't', 'buat', 'akuisisi', 'ban', 'off', '##road', 'good', '##ye', '##ar']",2024/07/11,positif
"Asing Net Sell Lagi, Saham Ini Jadi Sasaran","asing net sell lagi , saham ini jadi sasaran","['asing', 'net', 'sell', 'lagi', ',', 'saham', 'ini', 'jadi', 'sasaran']",2024/07/11,negatif
"BTN (BBTN) Batal Akuisisi Muamalat, OJK Bilang Belum Ada Gantinya","BTN ( BBTN ) batal akuisisi muamalat , OJK bilang belum ada gantinya","['btn', '(', 'bb', '##tn', ')', 'batal', 'akuisisi', 'muamalat', ',', 'ojk', 'bilang', 'belum', 'ada', 'gantinya']",2024/07/11,negatif
"IHSG Lanjut Menguat, Asing Kompak Serbu Saham Ini","IHSG lanjut menguat , asing kompak serbu saham ini","['ihsg', 'lanjut', 'menguat', ',', 'asing', 'kompak', 'ser', '##bu', 'saham', 'ini']",2024/07/11,positif
Ini daftar 16 BUMN Dapat Suntikan Modal Negara Rp 44 T,ini daftar 16 BUMN dapat suntikan modal negara rp 44 t,"['ini', 'daftar', '16', 'bumn', 'dapat', 'suntikan', 'modal', 'negara', 'rp', '44', 't']",2024/07/11,positif
"Topindo Solusi (TOSK) Targetkan 1 Juta Pelanggan Baru, Ini Jurusnya","topindo solusi ( TOSK ) targetkan 1 juta pelanggan baru , ini jurusnya","['topi', '##nd', '##o', 'solusi', '(', 'tos', '##k', ')', 'targetkan', '1', 'juta', 'pelanggan', 'baru', ',', 'ini', 'jurus', '##nya']",2024/07/12,positif
"Ini Daftar Terbaru Bunga Deposito BCA, BRI, BNI dan Mandiri","ini daftar terbaru bunga deposito BCA , BRI , BNI dan mandiri","['ini', 'daftar', 'terbaru', 'bunga', 'deposito', 'bca', ',', 'bri', ',', 'bni', 'dan', 'mandiri']",2024/07/12,netral
"Bidik Pasar Global, XL Axiata Caplok 100% Saham Axiata Global Service","bidik pasar global , XL axiata caplok 100% saham axiata global service","['bidik', 'pasar', 'global', ',', 'xl', 'axi', '##ata', 'cap', '##lok', '100', '%', 'saham', 'axi', '##ata', 'global', 'service']",2024/07/12,positif
"Akhir Pekan IHSG Happy, Saham Big Cap Ini Jadi Penggeraknya","akhir pekan IHSG happy , saham big cap ini jadi penggeraknya","['akhir', 'pekan', 'ihsg', 'happy', ',', 'saham', 'big', 'cap', 'ini', 'jadi', 'penggerak', '##nya']",2024/07/12,positif
"Daftar Bunga Deposito Bank Digital Terbaru, Ada yang Kasih 10%","daftar bunga deposito bank digital terbaru , ada yang kasih 10%","['daftar', 'bunga', 'deposito', 'bank', 'digital', 'terbaru', ',', 'ada', 'yang', 'kasih', '10', '%']",2024/07/12,netral
"Sinar Mas Tambah Lagi Kepemilikan di BSDE, Borong Saham Rp 12,05 M","sinar mas tambah lagi kepemilikan di BSDE , borong saham rp 12.05 m","['sinar', 'mas', 'tambah', 'lagi', 'kepemilikan', 'di', 'bsd', '##e', ',', 'bor', '##ong', 'saham', 'rp', '12', '.', '05', 'm']",2024/07/12,positif
"Inflasi AS di Bawah Ekspektasi, Dolar Ditutup Turun ke Rp 16.135","inflasi AS di bawah ekspektasi , dolar ditutup turun ke rp 16.135","['inflasi', 'as', 'di', 'bawah', 'ekspektasi', ',', 'dolar', 'ditutup', 'turun', 'ke', 'rp', '16', '.', '135']",2024/07/12,positif
"Bencana Bawa Berkah, Uniqlo Cuan Besar Karena Yen Turun","bencana bawa berkah , uniqlo cuan besar karena yen turun","['bencana', 'bawa', 'berkah', ',', 'uni', '##ql', '##o', 'cu', '##an', 'besar', 'karena', 'yen', 'turun']",2024/07/12,positif
"Rugi Rp 7,12 Triliun Gegara Whoosh, Saham WIKA Kok Terbang 125%?","rugi rp 7.12 triliun gegara whoosh , saham WIKA kok terbang 125% ?","['rugi', 'rp', '7', '.', '12', 'triliun', 'geg', '##ara', 'who', '##osh', ',', 'saham', 'wika', 'kok', 'terbang', '125', '%', '?']",2024/07/12,positif
"Catat, Ini Aturan Denda Telat Bayar Spay Later, GoPay Later & Kredivo","catat , ini aturan denda telat bayar spay later , gopay later kredivo","['catat', ',', 'ini', 'aturan', 'denda', 'telat', 'bayar', 'spa', '##y', 'lat', '##er', ',', 'gop', '##ay', 'lat', '##er', 'kred', '##iv', '##o']",2024/07/12,netral
"Adhi Karya (ADHI) Dapat Suntikan Duit Rp1,35 T dari Bank Mandiri",adhi karya ( ADHI ) dapat suntikan duit rp 1.35 t dari bank mandiri,"['adhi', 'karya', '(', 'adhi', ')', 'dapat', 'suntikan', 'duit', 'rp', '1', '.', '35', 't', 'dari', 'bank', 'mandiri']",2024/07/12,positif
"IHSG Lanjutkan Reli, Emiten Perbankan Jadi Tulang Punggung","IHSG lanjutkan reli , emiten perbankan jadi tulang punggung","['ihsg', 'lanjutkan', 'reli', ',', 'emiten', 'perbankan', 'jadi', 'tulang', 'punggung']",2024/07/12,positif
"Saham BNI (BBNI) Ngegas Tembus Rp 5.000, Sebulan Melejit 14%","saham BNI ( BBNI ) ngegas tembus rp 5.000 , sebulan melejit 14%","['saham', 'bni', '(', 'bb', '##ni', ')', 'nge', '##gas', 'tembus', 'rp', '5', '.', '000', ',', 'sebulan', 'melej', '##it', '14', '%']",2024/07/12,positif
"Lagi Dipantau Ketat Bursa, Hary Tanoe Malah Borong Saham BHIT","lagi dipantau ketat bursa , hary tanoe malah borong saham BHIT","['lagi', 'dipantau', 'ketat', 'bursa', ',', 'har', '##y', 'tan', '##oe', 'malah', 'bor', '##ong', 'saham', 'bh', '##it']",2024/07/12,positif
Bukti Nyata Para Investor & Founder Ramai-Ramai Lego Saham GOTO,bukti nyata para investor founder ramai-ramai lego saham GOTO,"['bukti', 'nyata', 'para', 'investor', 'found', '##er', 'ramai', '-', 'ramai', 'leg', '##o', 'saham', 'got', '##o']",2024/07/12,negatif
"MNC Asia (BHIT) Serok Saham MNC Land (KPIG) 7.665.400 Lembar, Ada Apa?","MNC asia ( BHIT ) serok saham MNC land ( KPIG ) 7.665.400 lembar , ada apa ?","['mnc', 'asia', '(', 'bh', '##it', ')', 'ser', '##ok', 'saham', 'mnc', 'land', '(', 'kpi', '##g', ')', '7', '.', '66', '##5', '.', '400', 'lembar', ',', 'ada', 'apa', '?']",2024/07/12,positif
Rudy Hartono Borong Saham Malindo Feedmill (MAIN) di Harga Rp 745,rudy hartono borong saham malindo feedmill ( MAIN ) di harga rp 745,"['rudy', 'hartono', 'bor', '##ong', 'saham', 'malin', '##do', 'feed', '##mill', '(', 'main', ')', 'di', 'harga', 'rp', '74', '##5']",2024/07/12,positif
"Pemerintah Jerman Jualan 10.000 BTC, Pasar Kripto Ambruk Berjamaah","pemerintah jerman jualan 10.000 BTC , pasar kripto ambruk berjamaah","['pemerintah', 'jerman', 'jualan', '10', '.', '000', 'bt', '##c', ',', 'pasar', 'kri', '##pt', '##o', 'ambruk', 'berjamaah']",2024/07/12,negatif
Lo Kheng Hong Buka-Bukaan Dua Sektor Saham Andalan Untuk Investasi,lo kheng hong buka-bukaan dua sektor saham andalan untuk investasi,"['lo', 'kh', '##eng', 'hong', 'buka', '-', 'bukaan', 'dua', 'sektor', 'saham', 'andalan', 'untuk', 'investasi']",2024/07/12,netral
Saham BUMN Karya Terbang Usai Negara Suntik Dana Triliunan,saham BUMN karya terbang usai negara suntik dana triliunan,"['saham', 'bumn', 'karya', 'terbang', 'usai', 'negara', 'suntik', 'dana', 'triliun', '##an']",2024/07/12,positif
Inflasi AS Dorong Penguatan Minyak Tiga Hari Beruntun,inflasi AS dorong penguatan minyak tiga hari beruntun,"['inflasi', 'as', 'dorong', 'penguatan', 'minyak', 'tiga', 'hari', 'beruntun']",2024/07/12,negatif
"Dapat Berita Positif dari AS, IHSG Dibuka di Zona Hijau","dapat berita positif dari AS , IHSG dibuka di zona hijau","['dapat', 'berita', 'positif', 'dari', 'as', ',', 'ihsg', 'dibuka', 'di', 'zona', 'hijau']",2024/07/12,positif
"Inflasi AS Makin Mendingin, Dolar Lanjut Turun ke Rp 16.120","inflasi AS makin mendingin , dolar lanjut turun ke rp 16.120","['inflasi', 'as', 'makin', 'mending', '##in', ',', 'dolar', 'lanjut', 'turun', 'ke', 'rp', '16', '.', '120']",2024/07/12,positif
Induk Usaha Sampoerna Raih Peringkat Pertama Forbes Net Zero Leaders,induk usaha sampoerna raih peringkat pertama forbes net zero leaders,"['induk', 'usaha', 'sampoerna', 'raih', 'peringkat', 'pertama', 'for', '##bes', 'net', 'zero', 'leader', '##s']",2024/07/12,netral
"Inflasi AS Melandai, Bursa Asia Sambut Gembira","inflasi AS melandai , bursa asia sambut gembira","['inflasi', 'as', 'melanda', '##i', ',', 'bursa', 'asia', 'sambut', 'gembira']",2024/07/12,positif
"Saham Termahal (DSSA) Kantongi Restu Stock Split 1:10, Cek Jadwalnya","saham termahal ( DSSA ) kantongi restu stock split 1:10 , cek jadwalnya","['saham', 'termahal', '(', 'ds', '##sa', ')', 'kantong', '##i', 'restu', 'stock', 'split', '1', ':', '10', ',', 'cek', 'jadwal', '##nya']",2024/07/12,positif
Merger BUMN Karya Sudah Sampai Mana? Ini Kata Erick Thohir,merger BUMN karya sudah sampai mana ? ini kata erick thohir,"['merger', 'bumn', 'karya', 'sudah', 'sampai', 'mana', '?', 'ini', 'kata', 'eric', '##k', 'tho', '##hir']",2024/07/12,netral
Asing Kompak Borong 10 Saham Blue Chip Ini Kala IHSG Balik ke 7.300,asing kompak borong 10 saham blue chip ini kala IHSG balik ke 7.300,"['asing', 'kompak', 'bor', '##ong', '10', 'saham', 'blue', 'chip', 'ini', 'kala', 'ihsg', 'balik', 'ke', '7', '.', '300']",2024/07/12,positif
"Patut Dicontoh, Ini Pilihan dan Strategi Investasi Ala Nabi Muhammad","patut dicontoh , ini pilihan dan strategi investasi ala nabi muhammad","['patut', 'dicontoh', ',', 'ini', 'pilihan', 'dan', 'strategi', 'investasi', 'ala', 'nabi', 'muhammad']",2024/07/12,netral
Ini Kata Robert Kiyosaki Soal Investasi Kala Pasar Bearish,ini kata robert kiyosaki soal investasi kala pasar bearish,"['ini', 'kata', 'robert', 'ki', '##yos', '##aki', 'soal', 'investasi', 'kala', 'pasar', 'bear', '##ish']",2024/07/12,netral
Asing Terciduk Kompak Lego 10 Saham Ini Kala IHSG Balik ke 7.300,asing terciduk kompak lego 10 saham ini kala IHSG balik ke 7.300,"['asing', 'terc', '##id', '##uk', 'kompak', 'leg', '##o', '10', 'saham', 'ini', 'kala', 'ihsg', 'balik', 'ke', '7', '.', '300']",2024/07/12,negatif
Kisah Keruntuhan Bisnis Pendiri Astra Sampai Harus Obral Saham,kisah keruntuhan bisnis pendiri astra sampai harus obral saham,"['kisah', 'ker', '##untuhan', 'bisnis', 'pendiri', 'astra', 'sampai', 'harus', 'ob', '##ral', 'saham']",2024/07/13,netral
"Banyak ATM Tutup di Indonesia, Ini Alasan Sebenarnya","banyak ATM tutup di indonesia , ini alasan sebenarnya","['banyak', 'atm', 'tutup', 'di', 'indonesia', ',', 'ini', 'alasan', 'sebenarnya']",2024/07/13,negatif
"Kisah Pria Dipenjara Usai Cuan Rp 27 M, Istri Dipecat dan Minta Cerai","kisah pria dipenjara usai cuan rp 27 M , istri dipecat dan minta cerai","['kisah', 'pria', 'dipenjara', 'usai', 'cu', '##an', 'rp', '27', 'm', ',', 'istri', 'dipecat', 'dan', 'minta', 'cerai']",2024/07/13,netral
"Dua Perusahaan Pinjol Resmi Tutup, OJK Ungkap Alasannya","dua perusahaan pinjol resmi tutup , OJK ungkap alasannya","['dua', 'perusahaan', 'pinj', '##ol', 'resmi', 'tutup', ',', 'ojk', 'ungkap', 'alasannya']",2024/07/13,negatif
